loan_date,amount,duration,status,account_date,frequency_issuance_after_transaction,frequency_monthly_issuance,frequency_weekly_issuance,NumberOfPeople,cc_issued_date,cc_type_classic,cc_type_gold,cc_type_junior,birth_number,sex,Cluster,date,balance,NumberOfTrans,Age
1995-04-01,0.10813330151089559,36,1,1994-02-25,0,1,0,1,0,0.0,0.0,0.0,1956-04-25,0,0,950331,-0.8361249062015949,0.0072175880098723725,0.17930853266339222
1995-04-02,-1.2060950855900232,12,1,1994-11-25,0,1,0,1,0,0.0,0.0,0.0,1963-02-04,0,1,950331,0.06922599057234975,-1.3774698626388306,-0.3001468916322003
1995-04-05,0.13005804304564025,48,1,1993-11-03,0,1,0,1,0,0.0,0.0,0.0,1939-01-09,1,0,950331,-1.035147492926096,1.8162447412767262,1.61767480555017
1995-04-10,-0.9326067732165154,24,1,1993-11-10,0,1,0,1,0,0.0,0.0,0.0,1971-08-03,1,0,950404,0.9389149543866211,2.0619150954240766,-1.0193300280755893
1995-04-11,-0.3863152966424607,24,1,1993-05-20,0,1,0,1,0,0.0,0.0,0.0,1944-12-12,1,0,950410,-0.715540446482424,2.597923140836478,1.1382193812545773
1995-04-13,-0.17803025206238637,24,1,1993-05-20,0,1,0,1,0,0.0,0.0,0.0,1939-02-27,1,0,950410,0.3164080466101179,1.2802366958643252,1.61767480555017
1995-04-15,-0.7318583585390095,12,-1,1994-10-30,0,1,0,1,0,0.0,0.0,0.0,1976-06-09,0,0,950331,-0.8062178213815382,-1.3551361940799806,-1.418876214988583
1995-04-25,0.7623356153262717,60,1,1994-06-17,0,1,0,1,0,0.0,0.0,0.0,1948-08-03,0,0,950413,-0.42298571767143966,-0.5287904574025287,0.8185824317241823
1995-04-28,0.9786140552575551,36,1,1993-12-11,0,1,0,1,0,0.0,0.0,0.0,1940-07-24,0,0,950420,-0.028520331647868612,1.0122326731581246,1.4578563307849723
1995-05-01,0.3988645095705827,24,-1,1993-12-13,0,1,0,1,0,0.0,0.0,0.0,1947-10-08,1,0,950430,0.41208806115185964,0.297555279274923,0.898491669106781
1995-05-08,-1.0364067214200723,12,1,1993-07-06,0,0,1,1,0,0.0,0.0,0.0,1972-04-03,1,1,950506,0.16959144840256715,1.8609120783944264,-1.0193300280755893
1995-05-24,0.4163357879810824,60,1,1994-11-02,1,0,0,1,0,0.0,0.0,0.0,1958-12-30,0,0,950516,1.2328789412853385,-0.9977974971383797,0.019490057898194694
1995-05-29,-0.706507876139461,36,1,1994-04-21,0,1,0,1,0,0.0,0.0,0.0,1946-10-17,0,0,950516,-0.46858949064553823,0.2528879421572229,0.9784009064893798
1995-05-30,-0.5528063026719281,48,1,1993-09-21,0,1,0,1,0,0.0,0.0,0.0,1954-03-16,0,0,950514,-0.5482828089380134,1.6375753928059258,0.4190362448111885
1995-05-30,0.12800259852675797,60,1,1993-07-27,0,1,0,1,0,0.0,0.0,0.0,1978-01-31,1,0,950527,-1.0220835345115167,2.039581426865227,-1.4987854523711817
1995-06-01,2.5859716690235235,60,1,1993-11-20,0,1,0,2,0,0.0,0.0,0.0,1961-09-14,0,0,950531,1.778144005449313,-0.015116080548977676,-0.2202376542496016
1995-06-06,-0.7798187306462635,60,1,1993-09-06,0,1,0,2,0,0.0,0.0,0.0,1955-08-14,1,0,950531,-0.7296874038776084,0.9898990045992745,0.25921777004599095
1995-06-13,-1.099326161970303,24,1,1995-02-08,0,1,0,2,0,0.0,0.0,0.0,1969-12-25,0,0,950608,-0.1729942082111814,-1.3998035311976806,-0.8595115533103916
1995-06-13,-0.05493196365376788,24,1,1993-11-14,0,1,0,1,0,0.0,0.0,0.0,1941-09-13,0,0,950607,-0.23858135149686321,2.0172477583063766,1.3779470934023736
1995-06-23,1.1420218945086988,36,1,1993-09-18,0,1,0,2,0,0.0,0.0,0.0,1948-08-28,0,0,950610,-0.2921920667250586,1.6375753928059258,0.8185824317241823
1995-06-24,0.5036921800335806,24,1,1995-01-15,0,1,0,1,0,0.0,0.0,0.0,1956-02-18,1,0,950614,-0.28972699791564815,-1.3104688569622804,0.25921777004599095
1995-07-03,-0.8117923120510995,60,1,1993-09-13,0,1,0,1,0,0.0,0.0,0.0,1946-10-15,1,0,950630,-1.1258112736957464,1.3919050386585754,0.9784009064893798
1995-07-09,3.0428513090261977,48,1,1994-01-14,0,1,0,2,0,0.0,0.0,0.0,1948-05-08,1,0,950708,-0.20779064826166854,0.6325603076576737,0.898491669106781
1995-07-10,-0.4445528913441263,24,1,1995-01-08,1,0,0,1,0,0.0,0.0,0.0,1963-12-24,0,0,950707,0.9485939745647485,-1.08713217137378,-0.3800561290147991
1995-07-25,1.335005296559316,60,1,1994-11-15,0,0,1,2,0,0.0,0.0,0.0,1980-12-07,0,0,950713,-0.613711354046619,-0.5734577945202288,-1.738513164518978
1995-08-01,-0.9632100582754298,24,1,1994-12-08,0,1,0,1,0,0.0,0.0,0.0,1951-06-25,0,0,950731,0.1192025418572596,-0.9531301600206796,0.6587639569589848
1995-08-05,-1.1903366776119253,12,1,1994-08-27,0,1,0,1,0,0.0,0.0,0.0,1973-05-15,0,0,950731,-0.47217380944745707,-0.5287904574025287,-1.099239265458188
1995-08-11,-0.3584526042753894,24,1,1995-02-13,0,1,0,1,0,0.0,0.0,0.0,1959-11-22,0,0,950805,1.0688340496708397,-1.15413317705033,-0.06041917948440406
1995-08-18,-1.179145924120233,12,1,1994-06-04,0,1,0,2,0,0.0,0.0,0.0,1968-09-09,1,0,950816,-0.7683400453192877,0.07421859368642252,-0.7796023159277929
1995-08-26,-1.059359185214258,48,1,1994-08-24,0,1,0,1,0,0.0,0.0,0.0,1972-08-04,1,0,950819,0.1235889142975347,-0.10445075478437786,-1.0193300280755893
1995-08-29,-0.9513341566107765,24,1,1994-04-27,0,1,0,1,0,0.0,0.0,0.0,1957-04-29,1,0,950820,-0.036182889288886085,0.3422226163926231,0.17930853266339222
1995-09-03,-0.5657099265960226,60,1,1994-06-29,0,1,0,1,0,0.0,0.0,0.0,1955-10-20,0,0,950831,-0.1074478473138906,0.4762246277457234,0.25921777004599095
1995-09-09,0.41279585575411837,48,1,1995-04-02,0,1,0,1,0,0.0,0.0,0.0,1965-07-23,0,0,950906,-0.8228207848331575,-1.1764668456091802,-0.4599653663973979
1995-09-16,1.5629312554309325,48,1,1995-01-18,0,1,0,1,0,0.0,0.0,0.0,1935-01-29,1,0,950915,0.4559200659191943,-0.8861291543441295,1.937311755080565
1995-09-22,-1.0385763573011146,12,1,1995-03-04,0,1,0,1,0,0.0,0.0,0.0,1961-08-19,1,1,950917,-0.570948754130426,-0.8637954857852795,-0.14032841686700281
1995-10-02,1.6102064793652258,60,1,1994-06-05,0,0,1,1,0,0.0,0.0,0.0,1955-11-18,0,0,950930,0.39780969383852666,1.235569358746625,0.25921777004599095
1995-10-08,-1.174806652358148,36,1,1995-04-22,0,1,0,1,0,0.0,0.0,0.0,1954-12-05,1,0,951005,0.052627558497218514,-1.2658015198445804,0.33912700742858976
1995-10-14,1.1505862466707086,60,1,1994-05-10,0,1,0,1,0,0.0,0.0,0.0,1965-02-17,0,0,951012,-0.1621506242756671,1.5482407185705256,-0.4599653663973979
1995-10-20,0.8220576977360189,36,1,1994-07-01,0,0,1,2,0,0.0,0.0,0.0,1973-05-30,1,1,951010,-0.08443298613191091,1.1462346845112248,-1.099239265458188
1995-10-28,1.0916635037960822,36,1,1993-12-08,0,1,0,1,0,0.0,0.0,0.0,1976-11-25,1,0,951014,1.2739014926301824,1.9279130840709764,-1.418876214988583
1995-10-29,2.6128066391311537,60,1,1995-05-26,0,0,1,2,0,0.0,0.0,0.0,1945-10-30,0,1,951023,-0.7718563934738881,-1.2658015198445804,1.0583101438719786
1995-10-31,-1.022018609787896,12,1,1994-07-28,0,1,0,1,0,0.0,0.0,0.0,1976-05-08,0,0,951021,0.19827053019440635,0.02955125656872242,-1.3389669776059843
1995-10-31,-0.6801296714804713,36,1,1995-04-26,0,1,0,1,0,0.0,0.0,0.0,1967-05-29,0,0,951026,1.1652481472036196,-1.2434678512857302,-0.6197838411625953
1995-11-02,-0.9835361207399327,12,1,1994-09-03,0,1,0,1,0,0.0,0.0,0.0,1972-12-10,1,0,951031,-0.772626727476829,0.6772276447753738,-1.099239265458188
1995-11-04,-0.4374730268901983,24,1,1994-12-09,0,1,0,1,0,0.0,0.0,0.0,1980-07-09,0,0,951031,-0.4938881655774134,-0.5064567888436787,-1.6586039271363793
1995-11-12,-0.8103078243430178,36,-1,1995-03-27,0,1,0,1,0,0.0,0.0,0.0,1976-08-08,1,0,951110,2.9170647032914125,-0.4171221146082785,-1.3389669776059843
1995-11-18,0.3495338411174072,60,1,1994-11-21,0,1,0,2,0,0.0,0.0,0.0,1951-03-24,0,0,951117,-0.1355106619033772,-0.3501211089317284,0.6587639569589848
1995-11-22,0.9426437761771146,48,1,1994-07-22,1,0,0,1,0,0.0,0.0,0.0,1970-04-02,1,0,951119,2.014473414798591,1.5482407185705256,-0.8595115533103916
1995-11-22,-0.29987243548724346,36,1,1994-12-01,1,0,0,2,0,0.0,0.0,0.0,1971-10-09,1,0,951110,-0.34819081736237084,-0.059783417666677774,-0.9394207906929904
1995-11-23,-0.6875521100208797,48,1,1995-02-06,0,1,0,2,0,0.0,0.0,0.0,1970-12-18,1,0,951112,-0.9149889825967865,-0.5287904574025287,-0.9394207906929904
1995-11-28,-0.07046198890754535,24,-1,1995-07-22,0,1,0,1,0,0.0,0.0,0.0,1968-05-06,1,0,951119,-0.29808738753580033,-1.3998035311976806,-0.6996930785451941
1995-11-28,-1.086079963959728,24,1,1995-06-08,0,1,0,1,0,0.0,0.0,0.0,1968-01-29,1,1,951117,0.40370501464926806,-1.15413317705033,-0.6996930785451941
1995-12-04,0.6836577667979431,36,1,1995-01-29,0,1,0,1,1995-11-22,1.0,0.0,0.0,1974-07-07,1,0,951130,0.0251900738630605,-0.3947884460494285,-1.1791485028407866
1995-12-05,0.4717185986287447,48,1,1994-06-01,0,1,0,1,0,0.0,0.0,0.0,1979-12-06,1,0,951130,-0.48626185894829893,0.8558969932461742,-1.6586039271363793
1995-12-11,-1.1164548662943223,12,1,1994-07-10,0,0,1,1,0,0.0,0.0,0.0,1949-02-16,1,0,951207,-1.0584161111913974,0.02955125656872242,0.8185824317241823
1995-12-12,-0.4979944488350664,24,1,1994-05-22,0,0,1,2,0,0.0,0.0,0.0,1970-10-07,0,0,951211,-0.9156188439286029,0.766562319010774,-0.8595115533103916
1995-12-12,-0.3863152966424607,24,1,1994-05-22,0,0,1,2,0,0.0,0.0,0.0,1970-10-07,0,0,951211,-0.5266681430907907,0.744228650451924,-0.8595115533103916
1995-12-12,0.4431707580887126,60,1,1995-03-15,0,1,0,1,0,0.0,0.0,0.0,1949-03-08,1,0,951211,1.6667763655065053,0.27522161071607293,0.8185824317241823
1995-12-16,0.8302794758115482,48,1,1995-07-05,1,0,0,1,0,0.0,0.0,0.0,1970-01-29,0,0,951214,-0.022407504765708484,-1.0647985028149298,-0.8595115533103916
1995-12-18,0.5585040338704423,60,1,1994-12-17,0,1,0,1,0,0.0,0.0,0.0,1944-05-06,1,0,951212,0.15133453253286885,-0.2161190975786281,1.218128618637176
1995-12-25,-0.19002034508919988,60,1,1994-09-05,0,0,1,1,0,0.0,0.0,0.0,1944-06-15,1,1,951212,-1.030027037494783,1.1685683530700748,1.218128618637176
1995-12-31,1.563388020879573,48,1,1995-01-17,0,0,1,1,0,0.0,0.0,0.0,1975-06-26,1,0,951223,-0.28320634714957815,-0.4171221146082785,-1.2590577402233853
1996-01-01,0.4223879301755692,24,1,1995-04-09,0,0,1,2,0,0.0,0.0,0.0,1945-09-24,1,0,951231,2.1263077865196514,0.31988894783377303,1.1382193812545773
1996-01-01,-0.0946705576854926,48,1,1995-01-03,0,1,0,1,1995-10-24,0.0,0.0,1.0,1975-09-24,1,0,951231,0.5956722481821286,0.051884925127572465,-1.2590577402233853
1996-01-03,-0.4422690641009237,48,1,1994-02-06,0,1,0,1,0,0.0,0.0,0.0,1970-09-10,0,0,951231,-0.6594782565742814,2.2852517810125774,-0.8595115533103916
1996-01-11,-1.189080572628164,48,1,1995-04-03,0,1,0,2,0,0.0,0.0,0.0,1948-03-05,0,0,960108,-0.926960879277785,-0.5957914630790789,0.898491669106781
1996-01-12,0.18852402047162606,60,1,1994-05-21,0,1,0,2,0,0.0,0.0,0.0,1950-03-18,0,0,960111,-0.8606260588716017,0.9228979989227243,0.7386731943415835
1996-01-19,-0.5274558202723796,24,1,1995-08-18,0,0,1,1,0,0.0,0.0,0.0,1963-05-16,1,0,960115,-0.12046649196359113,-1.0201311656972298,-0.3001468916322003
1996-02-03,-0.1553061709925208,36,-1,1994-08-01,0,0,1,1,0,0.0,0.0,0.0,1939-08-15,1,0,960131,-1.4526594597670621,0.1635532679218227,1.61767480555017
1996-02-08,-0.7808464529057046,12,1,1994-04-07,0,1,0,1,0,0.0,0.0,0.0,1949-06-24,0,0,960207,0.3612052345693723,1.9949140897475266,0.8185824317241823
1996-02-10,-0.7960339040730018,24,-1,1995-08-27,0,0,1,1,0,0.0,0.0,0.0,1953-12-25,0,0,960202,0.8137220847792688,-1.3998035311976806,0.49894548219378726
1996-02-12,-0.6937184435775267,24,-1,1995-10-09,1,0,0,1,0,0.0,0.0,0.0,1958-06-13,0,0,960206,-0.24352055186866045,-1.3774698626388306,0.09939929528079346
1996-02-13,-0.30227045409260617,36,1,1995-02-20,0,1,0,1,0,0.0,0.0,0.0,1942-09-18,1,0,960210,-1.284699458867029,-0.08211708622552782,1.3779470934023736
1996-02-20,-0.8489045047531413,60,1,1995-01-11,0,1,0,1,0,0.0,0.0,0.0,1958-07-07,1,0,960212,-1.1931475283057527,-0.14911809190207798,0.09939929528079346
1996-02-21,1.3835366254773707,60,-1,1995-01-25,0,1,0,1,0,0.0,0.0,0.0,1959-02-27,0,0,960219,-1.3668080008275483,0.5655593019811236,0.019490057898194694
1996-02-24,-0.21023221619154261,48,1,1994-08-12,0,1,0,2,0,0.0,0.0,0.0,1977-08-12,0,0,960222,1.6241723637673884,1.190902021628925,-1.418876214988583
1996-02-29,2.2348332303811285,60,1,1994-07-30,0,1,0,1,0,0.0,0.0,0.0,1949-12-15,1,0,960221,-0.778870964277138,0.766562319010774,0.8185824317241823
1996-03-04,0.6470023395445419,36,1,1995-04-13,0,1,0,1,0,0.0,0.0,0.0,1964-04-22,1,0,960229,-0.6523685268647863,-0.3501211089317284,-0.3800561290147991
1996-03-10,0.9746173575819506,48,1,1995-08-08,0,0,1,1,0,0.0,0.0,0.0,1979-06-19,1,1,960309,0.4900096112375708,-0.5511241259613788,-1.5786946897537806
1996-03-13,0.5469707062922694,36,1,1995-02-20,0,0,1,1,0,0.0,0.0,0.0,1953-07-20,0,0,960312,1.807366852419699,0.09655226224527257,0.49894548219378726
1996-03-21,0.08894915266799401,48,1,1994-12-23,0,1,0,1,0,0.0,0.0,0.0,1956-11-28,1,0,960317,-0.20651733146857226,0.31988894783377303,0.25921777004599095
1996-03-26,-0.4290228660903488,48,-1,1995-11-22,0,1,0,1,0,0.0,0.0,0.0,1957-02-01,0,0,960321,-0.46903809691783915,-1.2658015198445804,0.25921777004599095
1996-04-10,-0.9580714469782241,12,1,1994-07-14,0,0,1,1,0,0.0,0.0,0.0,1943-11-26,1,0,960408,1.7537198861796002,1.5929080556882258,1.298037856019775
1996-04-11,0.6690412724414467,48,-1,1995-06-13,0,1,0,1,0,0.0,0.0,0.0,1957-02-17,1,0,960408,-1.4997676497351393,-0.3054537718140283,0.25921777004599095
1996-04-15,0.52972781060609,48,1,1995-09-09,0,1,0,1,0,0.0,0.0,0.0,1955-02-20,1,0,960414,0.25798954092827403,-0.8861291543441295,0.4190362448111885
1996-04-18,1.2615802506903535,36,-1,1994-05-26,0,1,0,1,0,0.0,0.0,0.0,1980-09-17,0,0,960415,-1.3650317012442963,0.9452316674815744,-1.6586039271363793
1996-04-21,0.9896906173870875,48,1,1995-02-13,0,0,1,1,0,0.0,0.0,0.0,1955-05-21,1,0,960418,0.620277622511357,-0.3277874403728783,0.33912700742858976
1996-04-25,1.6716414322073747,48,-1,1995-08-18,0,1,0,1,0,0.0,0.0,0.0,1936-08-09,1,1,960417,0.21407144000766948,-0.5511241259613788,1.857402517697966
1996-04-29,-1.0946443161217376,12,-1,1995-04-07,0,1,0,1,0,0.0,0.0,0.0,1939-04-23,0,0,960411,-0.7616200139877507,0.3868899535103232,1.6975840429327687
1996-04-29,-0.9122807107520126,60,1,1995-01-21,0,1,0,1,0,0.0,0.0,0.0,1966-10-06,0,0,960415,0.1487924303231641,0.7888959875696241,-0.5398746037799966
1996-04-29,-1.0946443161217376,12,-1,1995-04-07,0,1,0,1,0,0.0,0.0,0.0,1939-04-23,0,0,960410,-1.172901338157872,0.11888593080412262,1.6975840429327687
1996-05-02,0.19651741582283505,24,1,1994-10-19,0,1,0,1,0,0.0,0.0,0.0,1944-06-13,0,0,960430,-0.8171973466116893,1.1239010159523748,1.218128618637176
1996-05-06,-0.2065780926024185,60,1,1995-07-14,0,1,0,2,0,0.0,0.0,0.0,1967-06-30,1,0,960430,-1.1886886538416717,-0.5734577945202288,-0.6197838411625953
1996-05-06,0.7166590704622203,60,1,1994-12-02,0,1,0,1,0,0.0,0.0,0.0,1943-08-15,0,0,960430,-0.6937128059402705,1.190902021628925,1.298037856019775
1996-05-14,-0.7501289764846301,24,-1,1995-12-27,0,0,1,1,0,0.0,0.0,0.0,1935-07-21,1,0,960430,-0.3102541334057779,-1.4444708683153806,1.937311755080565
1996-05-18,1.6679873086182506,48,1,1995-02-08,0,1,0,2,1996-02-21,1.0,0.0,0.0,1970-11-09,0,0,960508,1.24207763555575,0.297555279274923,-0.8595115533103916
1996-05-24,0.15403822909926726,36,1,1994-08-30,0,0,1,1,0,0.0,0.0,0.0,1971-07-24,1,0,960521,-0.5603725214076969,1.235569358746625,-0.9394207906929904
1996-05-29,1.322444246721702,60,1,1994-11-15,0,1,0,2,0,0.0,0.0,0.0,1958-09-15,0,0,960512,2.39616031912632,0.4315572906280233,0.09939929528079346
1996-05-30,0.2636619367729906,36,1,1995-07-17,0,0,1,1,0,0.0,0.0,0.0,1945-02-23,0,0,960526,2.1113315872271836,0.4315572906280233,1.218128618637176
1996-06-03,2.127493349950608,60,1,1994-10-22,0,1,0,2,0,0.0,0.0,0.0,1974-08-04,1,0,960531,2.8995826528011426,2.3969201238068276,-1.1791485028407866
1996-06-06,0.2934658822967841,36,1,1996-01-23,0,1,0,1,0,0.0,0.0,0.0,1963-11-20,0,0,960531,0.5371767090999905,-1.3774698626388306,-0.3001468916322003
1996-06-08,0.3908711142193737,48,1,1994-09-02,0,0,1,1,0,0.0,0.0,0.0,1959-01-29,1,0,960531,-0.938185098838282,2.575589472277628,0.09939929528079346
1996-06-13,2.0429917419521124,48,1,1994-11-13,1,0,0,1,0,0.0,0.0,0.0,1973-03-07,0,0,960609,1.0434492785856946,1.3695713700997252,-1.0193300280755893
1996-06-15,-1.0966997606406201,60,1,1994-09-03,0,1,0,1,1996-01-01,1.0,0.0,0.0,1951-09-06,1,0,960613,0.3074676407995163,2.4862547980422276,0.6587639569589848
1996-06-29,-0.9419704649136459,24,1,1995-01-02,0,1,0,1,0,0.0,0.0,0.0,1979-02-14,1,0,960625,-0.6835715853603787,2.307585449571427,-1.4987854523711817
1996-07-06,-0.03197949985958205,36,1,1996-03-14,0,1,0,1,0,0.0,0.0,0.0,1950-09-26,0,0,960630,0.24930289220099378,-1.4444708683153806,0.7386731943415835
1996-07-11,-1.201527431103618,36,1,1995-05-28,0,1,0,1,0,0.0,0.0,0.0,1974-04-05,0,0,960706,0.3819770643898481,-0.12678442334322793,-1.099239265458188
1996-07-14,-0.5670802229419442,36,1,1996-02-12,0,1,0,2,0,0.0,0.0,0.0,1938-05-03,1,0,960711,-0.23658754584219277,-1.2434678512857302,1.7774932803153674
1996-07-15,0.10059667160832712,24,1,1994-10-13,0,1,0,2,0,0.0,0.0,0.0,1968-10-30,0,0,960707,0.12808403977351884,1.5035733814528256,-0.6996930785451941
1996-07-18,-1.0721486177761923,48,1,1995-03-24,0,1,0,1,0,0.0,0.0,0.0,1942-10-15,1,0,960717,-1.03940698682471,0.7218949818930739,1.3779470934023736
1996-07-18,-1.1905650603362457,36,1,1995-02-11,0,1,0,1,0,0.0,0.0,0.0,1971-02-25,1,1,960713,1.0851107540153313,0.4762246277457234,-0.8595115533103916
1996-07-23,2.8505530551485414,48,1,1995-08-15,0,1,0,2,0,0.0,0.0,0.0,1964-03-29,1,0,960719,0.0002675031796799731,-0.23845276613747815,-0.3001468916322003
1996-07-25,-1.2742673287996198,12,1,1995-08-03,0,1,0,1,0,0.0,0.0,0.0,1980-04-30,0,0,960718,-0.6306677648642935,0.051884925127572465,-1.5786946897537806
1996-07-25,-0.4619099783924658,36,1,1995-07-27,0,1,0,2,0,0.0,0.0,0.0,1968-01-06,0,0,960721,-0.19673408963122338,-0.19378542901977805,-0.6197838411625953
1996-07-27,-0.1079167556960675,48,1,1995-11-09,0,1,0,2,1996-05-31,1.0,0.0,0.0,1943-05-30,1,0,960714,-0.31758136918669166,0.09655226224527257,1.3779470934023736
1996-07-28,0.3977225959489814,24,1,1996-03-09,0,1,0,1,0,0.0,0.0,0.0,1977-05-10,0,0,960721,4.152539971337416,-1.10946583993263,-1.3389669776059843
1996-07-31,0.16328772943423767,36,1,1996-03-05,0,1,0,2,0,0.0,0.0,0.0,1957-08-23,0,0,960716,1.490859267493742,-1.3328025255211304,0.17930853266339222
1996-08-02,-0.5325944315695853,60,1,1995-11-09,0,1,0,2,0,0.0,0.0,0.0,1971-11-12,0,0,960731,-0.009760432988014905,-0.6851261373144791,-0.9394207906929904
1996-08-02,-0.5325944315695853,60,1,1995-11-09,0,1,0,2,0,0.0,0.0,0.0,1971-11-12,0,0,960731,0.022185771251591043,-0.6851261373144791,-0.9394207906929904
1996-08-03,1.0765902439909452,36,1,1996-01-11,0,0,1,1,0,0.0,0.0,0.0,1966-05-27,1,1,960731,0.5507481816812131,-1.3104688569622804,-0.4599653663973979
1996-08-04,0.09831284436512455,24,1,1995-06-19,0,1,0,1,0,0.0,0.0,0.0,1943-01-07,0,0,960731,-0.05634298328349705,0.6772276447753738,1.3779470934023736
1996-08-06,1.190210649340273,48,1,1995-05-27,0,1,0,1,0,0.0,0.0,0.0,1962-04-07,1,0,960805,0.729420356598612,0.27522161071607293,-0.14032841686700281
1996-08-06,-0.8686596104068435,12,1,1994-10-01,0,1,0,1,1995-06-13,1.0,0.0,0.0,1968-04-13,1,0,960731,-0.7268688877021424,1.6152417242470758,-0.6197838411625953
1996-08-09,-0.9604694655835867,12,1,1996-02-27,0,1,0,1,0,0.0,0.0,0.0,1962-05-23,1,0,960808,1.2009735194341233,-0.7967944801087293,-0.14032841686700281
1996-08-11,-0.5678795624770651,48,1,1995-04-05,0,1,0,1,0,0.0,0.0,0.0,1949-04-07,0,0,960810,2.637292987552758,0.23055427359837286,0.898491669106781
1996-08-20,0.034365681555452596,60,1,1996-02-01,0,0,1,1,0,0.0,0.0,0.0,1977-08-03,1,0,960818,-1.1989748784691758,-0.9754638285795297,-1.3389669776059843
1996-08-22,-0.5153515358834059,24,1,1995-05-15,0,1,0,1,1996-08-08,1.0,0.0,0.0,1942-12-10,1,0,960819,-0.10690408213534411,0.051884925127572465,1.3779470934023736
1996-08-22,-0.034834283913585264,24,1,1996-02-04,0,1,0,2,0,0.0,0.0,0.0,1952-07-17,1,0,960818,2.1284828472338373,-1.2658015198445804,0.6587639569589848
1996-08-24,2.314310418444578,48,-1,1994-11-17,1,0,0,1,0,0.0,0.0,0.0,1969-03-13,0,0,960808,-0.13778541290029653,1.0122326731581246,-0.6996930785451941
1996-08-25,2.442661509512562,60,1,1995-10-15,0,1,0,1,0,0.0,0.0,0.0,1980-08-06,1,0,960814,-1.1104544387782962,-0.46178945172597863,-1.5786946897537806
1996-08-28,1.0296575941431325,36,-1,1996-01-28,0,0,1,1,0,0.0,0.0,0.0,1945-08-07,0,0,960825,-1.287798920384744,-1.0201311656972298,1.218128618637176
1996-09-09,-0.7027395611881768,36,1,1996-01-13,0,1,0,2,0,0.0,0.0,0.0,1980-08-31,0,1,960831,0.35847281454717644,-0.9754638285795297,-1.5786946897537806
1996-09-11,-1.1025235201107866,12,-1,1996-05-15,0,1,0,1,0,0.0,0.0,0.0,1947-10-21,1,0,960906,0.09301118575727062,-1.4221371997565306,0.9784009064893798
1996-09-14,-0.9189038097573,36,1,1996-05-03,0,1,0,1,0,0.0,0.0,0.0,1964-04-14,0,0,960912,0.9585358145791734,-1.3551361940799806,-0.3001468916322003
1996-09-16,0.3398275753337963,60,1,1995-03-15,0,1,0,2,0,0.0,0.0,0.0,1966-06-14,0,0,960906,0.17164869332806806,0.40922362206917323,-0.4599653663973979
1996-09-17,-0.7277474695012449,36,1,1995-10-23,0,1,0,1,0,0.0,0.0,0.0,1959-07-01,1,1,960912,0.44419739494502947,-0.4841231202848287,0.09939929528079346
1996-09-19,-0.6773890787886282,36,1,1995-04-09,0,0,1,1,0,0.0,0.0,0.0,1939-04-13,0,0,960910,-0.7286451872853943,1.0569000102758246,1.6975840429327687
1996-09-19,0.27348239391876167,48,1,1995-10-10,0,1,0,1,0,0.0,0.0,0.0,1952-02-16,0,0,960913,0.5619995895006376,-0.12678442334322793,0.6587639569589848
1996-09-22,-0.5822676741092412,24,1,1996-06-09,0,0,1,1,0,0.0,0.0,0.0,1950-03-02,0,0,960920,0.17178010324621687,-1.2434678512857302,0.8185824317241823
1996-09-25,0.4722895554395453,36,1,1995-06-15,0,1,0,1,0,0.0,0.0,0.0,1964-10-30,1,0,960914,-0.341017648382045,0.36455628495147313,-0.3800561290147991
1996-09-25,-1.2381828583570191,24,1,1994-11-10,0,1,0,1,0,0.0,0.0,0.0,1972-12-27,0,0,960919,-1.105025849745807,2.106582432541777,-1.0193300280755893
1996-09-26,-0.4676195465004722,12,1,1995-01-19,0,0,1,1,0,0.0,0.0,0.0,1972-08-12,0,0,960925,-1.7277547949702163,1.659909061364776,-0.9394207906929904
1996-09-26,-0.05561711182672865,36,-1,1995-08-27,0,1,0,1,0,0.0,0.0,0.0,1958-08-12,1,0,960920,-0.0034074431519966167,-0.9754638285795297,0.17930853266339222
1996-09-28,-0.8651196781798794,36,1,1996-03-21,0,1,0,1,0,0.0,0.0,0.0,1939-07-27,1,0,960918,-0.2505487168013737,-1.15413317705033,1.6975840429327687
1996-10-02,2.35187937659526,60,1,1994-11-24,0,1,0,2,0,0.0,0.0,0.0,1980-11-13,0,0,960930,0.5220917567718133,1.5259070500116756,-1.6586039271363793
1996-10-03,-0.4166901989770549,12,1,1996-02-01,0,1,0,1,0,0.0,0.0,0.0,1976-10-12,0,1,960930,-1.1336233667608642,-0.8191281486675794,-1.3389669776059843
1996-10-04,-0.6482702814377955,36,1,1995-03-11,0,1,0,1,0,0.0,0.0,0.0,1954-12-09,0,1,961001,-0.8741930000763366,0.051884925127572465,0.4190362448111885
1996-10-04,-0.7103903824529054,48,1,1996-01-05,0,1,0,1,0,0.0,0.0,0.0,1952-07-26,1,1,961001,-0.8728290557534826,-0.4841231202848287,0.6587639569589848
1996-10-10,-0.7674860635329697,48,1,1996-06-08,0,1,0,2,0,0.0,0.0,0.0,1947-03-19,1,0,961007,0.1364398980171832,-1.3998035311976806,1.0583101438719786
1996-10-16,2.3867077420540994,60,1,1995-04-15,0,0,1,1,0,0.0,0.0,0.0,1950-01-02,0,0,961008,2.12395147074595,0.45389095918687333,0.8185824317241823
